specimenID,clade_name,relative_abundance
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus,1.52564
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus,1.40651
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus,0.77917
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus,0.56917
patient10tumor3,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax,0.17859
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myoviridae_unclassified,0.09228
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus,0.0904
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Adenoviridae|g__Aviadenovirus,0.08728
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus,0.0693
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Mardivirus,0.05512
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae|g__Tymovirus,0.04808
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Bicaudaviridae|g__Bicaudavirus,0.04645
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae|g__Maculavirus,0.04623
patient10tumor3,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Fimoviridae|g__Emaravirus,0.0396
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Flavivirus,0.02632
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Adenoviridae|g__Mastadenovirus,0.017
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae|g__Alphapartitivirus|s__Vicia_cryptic_virus,19.4062
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_3,17.29202
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Human_endogenous_retrovirus_K,15.84204
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus|s__Dasheen_mosaic_virus,15.54726
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,10.13039
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_1,9.37622
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Polydnaviridae|g__Bracovirus|s__Cotesia_congregata_bracovirus,6.11536
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Ateline_gammaherpesvirus_3,1.52564
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus|s__Avian_myelocytomatosis_virus,1.28415
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Anguillid_herpesvirus_1,0.55213
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Saimiriine_alphaherpesvirus_1,0.42678
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Bovine_alphaherpesvirus_5,0.41373
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,0.36724
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Macacine_alphaherpesvirus_1,0.19571
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_2,0.19352
patient10tumor3,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_sp_SCN_67_85,0.17859
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Suid_alphaherpesvirus_1,0.15544
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus|s__Fujinami_sarcoma_virus,0.12236
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myoviridae_unclassified|s__Prochlorococcus_phage_P_SSM7,0.09228
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Adenoviridae|g__Aviadenovirus|s__Fowl_aviadenovirus_E,0.08728
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Human_alphaherpesvirus_2,0.08181
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Human_alphaherpesvirus_1,0.07486
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Alcelaphine_gammaherpesvirus_1,0.0693
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_A,0.0678
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Mardivirus|s__Gallid_alphaherpesvirus_2,0.05512
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae|g__Tymovirus|s__Kennedya_yellow_mosaic_virus,0.04808
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Bicaudaviridae|g__Bicaudavirus|s__Acidianus_two_tailed_virus,0.04645
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae|g__Maculavirus|s__Grapevine_fleck_virus,0.04623
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Snakehead_retrovirus,0.04468
patient10tumor3,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Fimoviridae|g__Emaravirus|s__Rose_rosette_emaravirus,0.0396
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus|s__Moroccan_watermelon_mosaic_virus,0.02885
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus|s__Papaya_ringspot_virus,0.026950000000000002
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Flavivirus|s__Yokose_virus,0.02632
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_Giraffe_1,0.0226
patient10tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Adenoviridae|g__Mastadenovirus|s__Human_mastadenovirus_B,0.017
patient11tumor3,k__Viruses,99.65043
patient11tumor3,k__Bacteria,0.34957
patient11tumor3,k__Viruses|p__Viruses_unclassified,99.54714
patient11tumor3,k__Bacteria|p__Proteobacteria,0.34957
patient11tumor3,k__Viruses|p__Negarnaviricota,0.10329
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,99.54714
patient11tumor3,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,0.27778
patient11tumor3,k__Viruses|p__Negarnaviricota|c__Ellioviricetes,0.10329
patient11tumor3,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,0.07179
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified,39.15414
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales,38.93984
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,21.03118
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales,0.29732
patient11tumor3,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales,0.27778
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales,0.12467
patient11tumor3,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales,0.10329
patient11tumor3,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales,0.07179
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae,31.80803
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae,22.8644
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,21.03118
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae,15.9147
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae,7.1318
patient11tumor3,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae,0.27778
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae,0.21115
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae,0.18022
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Tectiviridae,0.12959
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae,0.12467
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Podoviridae,0.08617
patient11tumor3,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae,0.07179
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Virgaviridae,0.06523
patient11tumor3,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Arenaviridae,0.05213
patient11tumor3,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Fimoviridae,0.05117
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus,31.80803
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae|g__Alphapartitivirus,22.8644
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus,15.9147
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified,10.98466
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,8.97965
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Proboscivirus,3.6153
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus,1.31431
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus,1.06687
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus,0.89055
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus,0.68428
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus,0.46954
patient11tumor3,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax,0.27778
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified,0.15638
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus,0.14602
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Tectiviridae|g__Betatectivirus,0.12959
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae|g__Tymovirus,0.12467
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Podoviridae|g__Podoviridae_unclassified,0.08617
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Iltovirus,0.08061
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus,0.07722
patient11tumor3,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum,0.07179
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Virgaviridae|g__Furovirus,0.06523
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__C2virus,0.05477
patient11tumor3,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Arenaviridae|g__Mammarenavirus,0.05213
patient11tumor3,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Fimoviridae|g__Emaravirus,0.05117
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Flavivirus,0.03421
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_3,24.36021
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae|g__Alphapartitivirus|s__Vicia_cryptic_virus,22.8644
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus|s__Dasheen_mosaic_virus,15.84258
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Human_endogenous_retrovirus_K,10.98466
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,8.26781
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_1,6.51827
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Proboscivirus|s__Elephantid_betaherpesvirus_1,3.6153
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Ateline_gammaherpesvirus_3,1.31431
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus|s__Avian_myelocytomatosis_virus,0.8297
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Anguillid_herpesvirus_1,0.79434
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,0.71184
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Alcelaphine_gammaherpesvirus_1,0.46954
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Human_alphaherpesvirus_2,0.37872
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Suid_alphaherpesvirus_1,0.32524
patient11tumor3,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_sp_SCN_67_85,0.27778
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Cercopithecine_alphaherpesvirus_2,0.26044
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Macacine_alphaherpesvirus_1,0.25139
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus|s__Fujinami_sarcoma_virus,0.23717
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Bovine_alphaherpesvirus_5,0.20203
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Bovine_alphaherpesvirus_1,0.15701
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified|s__Serratia_phage_Eta,0.15638
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_2,0.13521
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Tectiviridae|g__Betatectivirus|s__Bacillus_virus_Wip1,0.12959
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_A,0.08762
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Podoviridae|g__Podoviridae_unclassified|s__Synechococcus_virus_Syn5,0.08617
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Iltovirus|s__Gallid_alphaherpesvirus_1,0.08061
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus|s__Human_betaherpesvirus_7,0.07722
patient11tumor3,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum_rhizosphaerae,0.07179
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Virgaviridae|g__Furovirus|s__Sorghum_chlorotic_spot_virus,0.06523
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae|g__Tymovirus|s__Asclepias_asymptomatic_virus,0.0644
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae|g__Tymovirus|s__Physalis_mottle_virus,0.06027
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_Giraffe_1,0.0584
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__C2virus|s__Lactococcus_virus_c2,0.05477
patient11tumor3,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Arenaviridae|g__Mammarenavirus|s__Lujo_mammarenavirus,0.05213
patient11tumor3,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Fimoviridae|g__Emaravirus|s__Rose_rosette_emaravirus,0.05117
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus|s__Moroccan_watermelon_mosaic_virus,0.03728
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus|s__Papaya_ringspot_virus,0.03483
patient11tumor3,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Flavivirus|s__Sepik_virus,0.03421
patient13tumor1,k__Viruses,100
patient13tumor1,k__Viruses|p__Viruses_unclassified,100
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,100
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,46.00467
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified,35.95321
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales,17.95512
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Picornavirales,0.05543
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales,0.03158
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,46.00467
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae,15.27273
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae,14.76515
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae,11.81539
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Polydnaviridae,8.6133
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae,2.6824
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Baculoviridae,0.38393
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae,0.09261
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Adenoviridae,0.08529
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Luteoviridae,0.08355
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Virgaviridae,0.06769
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Picornavirales|f__Secoviridae,0.05543
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Nudiviridae,0.0463
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae,0.03158
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified,40.37777
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus,15.27273
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae|g__Alphapartitivirus,14.76515
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus,11.81539
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Polydnaviridae|g__Bracovirus,8.6133
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,5.51726
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus,1.08713
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus,0.99396
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Baculoviridae|g__Betabaculovirus,0.38393
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus,0.33707
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus,0.19069
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus,0.10963
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus,0.09261
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Adenoviridae|g__Mastadenovirus,0.08529
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Luteoviridae|g__Polerovirus,0.08355
patient13tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus,0.07354
